numberCheckin,BusinessID
90,R1ySBCVS2eQf-s0Z4ifIug
17,4NMElef11_YmVzxOpcsALg
27,OzA-AfOuhF379AUwNscc0w
133,fVgrpVyp-nPLTac9YIjTug
172,4sW8Z6NLXLRkruSKSKUEUw
11,NN8TD3uh2aOmWPAJJcCJ6w
17,evdDnCfBUhF-E7undvPNQQ
6,zfQtAr3sI-oTbqOqeQZfAg
15,8t1wJJ1iGsIFbNzPlwCMVA
113,136zvrfN6Kpr9tFj3OMNUQ
25,L315h4uCgJwAKHuy3nvaWg
20,Z85BGr-jnEWvoI4xAnoh3g
107,Q87G5ezBUhqjQ1xHfZ3fSA
6,z9RjkAPe-00LGoBJjQadOw
569,E3RjJH45EX6rHYDs0TYSRA
463,SK04ABcwoEtvIZ3VOZccPw
52,GkCAW9zoECIg7T_HIwCgNA
271,8H1DwdAAgSBtwDeb2R-hmA
387,EKzMHI1tip8rC1-ZAy64yg
6,wCqLDgQKqt_4BTm884MKmQ
7,NB6o73F05lw23zpC79qoUg
735,KoIRdcIfh3XWxiCeV1BDmA
6,a29C6sg39V2HP_tq3m8nEw
113,TbaAnzOTX2-boTbAp3e8Qw
23,O48Mv1VkQYZrDkR6LhnY4g
130,AsSCv0q_BWqIe3mX2JqsOQ
35,g5csdtYUt97hkexFMCVf-g
10,AO-s6ht21TfAIkPPPS1L4g
141,uwtzgXdroiFT3Lt89dlD-A
6,j-XjFrtBIp9ti06XytSNfg
10,XuuSrEDYr2sQwd9d6LqdQA
501,9SKdOoDHcFoxK5ZtsgHJoA
165,zsWJEyP8YyJkux0muGtiVw
3,h7RI7ahTT02Sn7BrONqPkg
191,ib-y5nsfn3unE0lLY1vfAw
35,6SWknDhTfrw3NyywMCyZJg
7,uU_GiwzWf314dy0WY28Mgg
154,x4L42igQPv4TFlqGR2Wthg
220,To5CjntVFawXM_hpAhvVdQ
28,tFZLfXWbjQy59_E_xqs8Fw
22,Je8QTq9npdNeQLEMEgw8Zg
70,t4pkeGscooStLjy-Js5Byw
51,JEreQgso7MH_Io3DXGsEOw
12,VyJSC_gG0oJedoGyoOHLMQ
13,gh-hT8e-XtCExRxe6PKR4w
36,urrL01OBJDVuKiZ_GvT-EA
24,ldyS8f473wv4o9-AHO0ZIQ
291,-KF9RQPkmIOHfE0tzUu9bg
79,94uwF6nBkIW_j51T1uJRHw
46,Dj3i6a_vboALYTRKTmBABQ
4,Zm_7zDjoCW7gZ1TR3qvuMQ
7,BQ0DSBD_xk441ESKonwjfw
88,CIpzeDYD252nq0nRA4px5A
165,-6Roo-EHgSdUa4rP3tWyRw
9,9Af-aZDD7RS6lJrLU5eI1g
45,8z21chQa8cb7ZEiUk7yRtQ
25,UAR9XXVVTQ5shxvU80C1dA
145,t_0576Esa58pcLHCEpj31A
9,0le8kj4gIHe9aZ1NfS2_Ag
14,CCNwvFbC6QjJ0RN7l3Zh9w
13,3Z88l4UO-FoNbYk_ZpTScA
1295,bA-Cj6N9TEMlDlOh2aAnUw
91,vSEFzop2GDXsIWTLxIGMiw
82,V_JQFb-vD8rENixERfjueQ
5,gc-QI_gGpjYusuGzDub1lQ
125,t1XhXY-Vt4K1OPLkuOcsfg
26,1crzPdwnlm2zHdQ2nP4n7w
53,z59lJzU0BoA7dz_itojXAQ
38,tenKOmTRi2rjZAWwNCDv6w
118,ufKmcpK6OTaWzeBGWNOa8A
49,DE8UVNCCpOE0vTAbGaMoeQ
9,BUL_RnfnXoOhMYvLUYJn7w
10,P4e1yH_XjwMtlD7jtyTGVQ
191,GW-S-zwQZdbb1hWKlqu-WQ
219,wftoNIA0Q8nX-Da47psBCA
8,GH6IPda304wJRxSRg9Ko3g
53,EoVGIsaatkdbWLY9qyFcgA
11,yXO8roC1vUDInyzrQGwkhw
4,3Jtu-vKe3LDUc5haxT6aPQ
205,FKHv7FkblONv9qqBndJUrg
7,7Dzlie2ESR74yXWZ0NClLg
5,ZBoS5psMODvIrpMNn7SCtw
6,b5sP47L2NiBXqbsiOnR7cw
49,TLnAS5Qx9Q2KK3mZi0Lyeg
125,VBhgkRUNe9gjc1HpmHA3Zw
22,a5ovPlhQkcA27FFu664xKA
16,y3V2jqKmvWjyo9Mc-Ipn4g
158,WfYQE-MZCQb_BOyW7lWh9Q
137,L-uPZxooP_ziXCtRrWi8Pw
62,-DGbZCnfEiHUy-ksKeJ72Q
35,x5zpnLM73TCnsRcII7uzAQ
5,uNzmm8lpdwOggqQ3Vu7vMA
3,4Z4_92Lr5E58c9-3L3idhw
269,IAA95OWwU-MRnhFQD8t3JA
26,KtsxJfAcDoNjhmTZeZtFmw
21,Kw81yRTRez4_JfMdWty_Rg
146,L7UxfZyS_-jFOxRwG0SZWw
72,Lk4Uk3YU2PFbTsKokJ4yKQ
5,ns64otnQ-WzkjsVS2vVK6g
14,VH9X2UmfxnI8byz5Xr1ebA
594,0K634ehk41ZRc4kj3NTAEQ
9,BN5gV0OfIZQbQ7PXv4tG0w
3,nXFQjMFJ0qLQSrq1TwLrWQ
123,LSElCCmJQNJDpIEf77NVpA
186,CMI3SF1-YwAEfUXYkKS53Q
17,eFC_lobFeLQSVitKUQ3tIA
3,lRzoAhDhcyCeOGrWntXqsw
191,mgllPJA6NQXlJurFWAkqQg
123,WPmamMTGAmNYXGoXW1mWyQ
31,cKylbPFCMyvunMWU-RLptg
43,cfRrO0P-L7o6UWL81pmxCA
10,A-ZhvQa5A-XSqZB3HH6TVw
140,zht8__JJoxkozBhf_vuKYg
96,nf6NV9rsHoLb4zcI01337A
4,44Up9Gbs-IKMnt7ULDWu8A
123,-Rj4yXguyZ06ZMPMmoR9tg
23,145SQ_msdQ1yo7J0E63VoA
4,dQf8nwN8Dg1oT0J-LS76Wg
55,901kK7WaszY-wj0g2f4HiA
7,BZZXAwQkFMMC1dMfkzGLjA
12,UMP4EbpIcKD4urk0qXbncg
35,f9WU18QfVnUSuYbkQx5iIw
308,wZwZcte4lcbu51NOzCjWbQ
13,lwaLY3V7FyG_e9QUTP_N_g
103,9mQj65SmYj2pcehH339aEw
124,lTX7GlMWqnta4YNSPZu2Zw
218,b9svM7RoDUAVnzjFBmf3Ow
54,zSEknIqmkGL1pQt-ApEeoQ
42,cEkDx1wSMXgIPmRM90gSBg
24,_UrbZpgCq638dWrS0Vly2A
30,jkULHBAZBM3s5DQJkM-6RA
3,GcBgWPwxAlo2l4M7BrBMyA
7,dt6fDypVLgUqs_d-KGsHhw
20,7TTGDhtXBTeii0uPxOSgyA
9,9WYW_w-_CqvuCLClxFFaig
35,JqAI4UA2xXPYxvlhzG-i9A
47,IfVtLuSVr9hStyGoL1UXDA
6,pV2nc4WPWKtoyeBBOxF-6Q
5,SSSye5qWXqBYRxXgleYztQ
21,KW5vG4PH2LKLMGdp6pt3dg
148,bF7KQ6AQK5rBS7aOFKtlWg
91,mQde7KRomOQoUyPGTqeXhA
304,N1Dq9PyY1jDQdZcX4u8oFg
74,WM8sy8FjrU3PpxN_NI02ZA
177,Q0AADLgsYi1sFDk8jtMYUw
152,ZXsbS0FE2LzlUpkDdzNiUQ
142,NN9dbEZF_c4YNgfWWAEVig
4,qOE7oX1lIVUJUYvSwFy5Wg
115,qHjUo2foq-IXF6Tk1Iz3WQ
6,HXzOQy2IN02VIOIgY22Fkw
5,fLtUF61A5WrKIRIaWlf9wg
7,fOfODlhwjrELKlQYUo7ypQ
283,oajNY_oTIMb7YZsor7Xonw
163,ut-kla-EA23nJOij_dcL0Q
51,44qg4vgcqJkjF8eqG4R4JA
168,3NqERLqdtQSe0w9540rZrQ
23,zTUI1y05mo5H5hBtDCRpJQ
54,v_aTapvcfKRL6O5au6Ru5Q
137,oBVS96DtPGk9GU8zPx5Hjg
32,L0R3081GwxRcP98BZ1K9qA
5,yqMnr5NIgzunJblPLP9_zg
14,qqKbbeyWVNPHHorqL7qlWw
31,ZiP8KBnNR-6VW8KzSDS4ag
6,U1sC16B31usuCwoWYlsP1A
24,mVha7w96h_eSun6EAomuhw
12,jIIcZ64vo9EomZrCYEBO3g
13,luhi-yXQH-7FwcyWCXctgg
105,A7A97vyr5t7e8zrkGCKndw
241,oOo0xGOVq7cYTP1fORdoFg
167,3GAPcBG8SowgrpS6UHlDeQ
109,wGaFCroINBx3o4L_siYEtw
14,Vb9FPCEL6Ly24PNxLBaAFw
32,gY_K2tFOXVitbtNhOxS1BQ
45,Xobu8FzHN0KUm5Lw3swypA
7,bHSpI3nPqAj2S-dmRyOOOQ
213,2OY8xs4aqOt8eTnYokdrww
76,ZrTuifpoIR4xffFykF0jMQ
1919,PF00eW84GUdxCyP7a2QIPw
330,DC77ROlgfnpxQNFKQbbpnw
137,wTiQXYB9fE9rcSZDsZgbtQ
19,iKIyUViQL_lY0TEw3iUKQw
14,YRJKTPc7Tkz1cbjGHmOHuw
34,L1ymPhPjisiSD6RI1NtnQg
181,co8rv2zfOhMXc_TlEI9VrA
45,3398Ccw-mUHbzYcIToDi6g
157,0qUesn1TBPpPjW20h5Lqfg
6,gR8LbrIuA1akOQ2bvnHenQ
29,fG3yJmDXfSU8eW8HY1K3aQ
153,0RqNRc6RiILzZxK9J8Kqug
21,ugzBjxLS8wchZcASnHJO2g
45,gx0mu9P-OXQQinDyrruCpA
56,K4VHuqUFwc4eeC8LkMLyTA
7,q6mlASxOUhm5gapU_MPECA
3,s-jfTJnAIdyvIw2Fh2QcGg
271,KGX7O-_WqOIy9o7u9NOa9A
3,Zihy0e-OLDX5Vrr2XFNAfg
101,eFA9dqXT5EA_TrMgbo03QQ
1682,S-Wd--9bLPtgfs8CtTmGuQ
10,HU1b1D0WUQE62M7ZiyqYoA
7,C37_IJ-vk51la3JrmsfR7Q
52,YDZvwCGI9kxLa2EJLBus_g
304,xkiuVkKXZp6I1ITe8xhIgg
42,IIM0aFvL_ogc7iD36Dfzpg
62,yOVydU0J5-hKODrKGhH4yg
55,eUKyPJQyHdech1fU3Q3MRg
34,814EMcyabpse8-Kmgitg7A
19,JLN8NSbKZ8ETWbkR54fEhg
12,twI1-9PZH1y8csXQ5VsrMw
5,42uEL1P_rxbaXl8nKU7zsA
16,e0wJd1deF4Wl-etBC7nBgQ
4,0M0K0dElhzTAqeaoLA0JgQ
28,38nEHav_0tMMCMZXTisfCg
24,ZaS6zYn_Pb3QrGRZJfNyzA
3,5JrcpZB5GubUJ1ED1KeVaA
40,12ti55UYaJ82eDTAI-adHA
64,KiqWfXmMCklapGRedS8rtQ
8,7IlOc6v_wHXLm5GFPGF0Fg
32,CscJ0RubTHofHvRJhERvXQ
103,4waggbCK-MSE9dbIdSMfPA
22977,hW0Ne_HTHEAgGF1rAdmR-g
77,StiQ_lcCY8sX4JI-J6Mufg
199,y6uO4ydAwBHUujfiSktxZg
16,UPbkeVTJR6C-1I7sCuUrmw
28,Q0tWheeEldwr0OKHTHB79g
4,UxYFIv8MofuwiiViAtUhnw
5,m9jxyEihvVzCzw6k1hrOow
8,Vbcd56jQ5tsrlsvTUHBz8Q
147,fMcI0fOLmUwSvgVCmGA9Rg
90,iV7D7fHKb-bF9fCL_bEMtA
6,vnatQJnu2p50MB3pYDvS0g
138,0ONypOKIhttBz9IJzBE8jg
11,iZpgRNPogioU5sEaDyl5uw
92,yLo-xfoB8b4T_RjjIV4P0g
13,tfxveeZkRB1N5o23jLrSxg
14,cuMMU10KaD0cZ2WdK5XC1A
7,E3vrsYkHZ1kXKgxPSS8oEg
8,qP_IDUD0G_iTZitOypzrzA
9,LGZPRoNaKyts1mwHeU8s1Q
85,gy9AuGKWX2y9WJcUuxt7Rg
11,t0Gxm6go3sJIO5ySDCDCTQ
98,6OFYUDvf2k4RXDfOomfi1A
214,u9MKnG0PqI8N7ixSfrrTiw
4,2B9JbDVjDXeY-4uANGY6ng
280,-h-q6zTIdPlkz9BDP11sBg
27,nRzZac3LVgANpKPkDs4LSQ
189,6fR4ncWEfdMLk9AacDsRzQ
84,ORLTCEgKfdxMuGPhIc1O9Q
107,zBGfa6Vx4K59v8OR81gzJg
23,u36r5QRRwvFQGBblrMxDlA
28,SBd8pZJMMFiXhVBqGTwsWQ
521,K8pM6qQdYu5h6buRE1-_sw
17,DQY3RlqV7LlD3w4UJXiPeg
7,mxVYNQUEIjLVSV3BhS7fDQ
13,r5-EtEwmMwr0g0m1lPtfiw
184,cT_rocMh92B9t62Disp6gA
528,U6oNWTxVTnuuCL0BPRZCSg
35,L6PZFIpLARNTiDr5Owmc9Q
26,Oex3VZYYYHSQRHIlgoHnLA
6,dm5T6_GSQdvjJ0ArwBfdVQ
58,1J6fSg7Vd3gycjkqT7jW9Q
15,VgBs2cmQGxsevt5ZVW8vvg
11,WIDZSGjX4GGKIp1nZoHepg
73,91n02N35x38nvR1XH-jOAw
32,JeivzPg5TV_o5ZgLBw-hXw
89,e58rZRC4TSmKnMr7aAIJlw
63,2o8wGRVSn1UCrwSMqwgu-g
119,IfCZxeFnC0CND83jpdG-7g
37,-aBTFWuluGAJId7C4KNqeQ
8,sesJW8QAuJdCaH0FMyOGhQ
56,ff_QnODW0vqNWZPSTVQTsQ
35,-vaGR2CXNS4NZrMdctSkGA
62,XG04Bf0kVh24VnQRsstt3Q
70,6whDz3tSnf75sV_1Jl7Hiw
9,MNlttgXFfRcA5NnKqtxwrw
194,IQaND6HcN6NdtQ8QysO3Fg
34,NKKt_CxHCggMvuvrqJEjSA
67,LzSF8rvlsxqF-0qcHU7ikA
6,geJz5pFk61HNCdakk6DhJA
10,4hNjK7TpXjb86rfLDvL1lA
253,iNvY0zAlaD_ye7Z6rHu-Ug
231,AGar9KVq_W7YcF76avbDTw
198,_Pgyo58zwlnkHJZsgo0Rcg
13,2a-GOytQbxt8wim9VuHWsA
14,aF_sNt6WHO4iUmlgXICYdA
1441,AryNioF9fxl8RYGiIE7fSA
23,UmFnmIoLCRe1ywY0bzpRrQ
37,bx5Yc7-_E8wz3Lahpq88mQ
13,G-_YjR1YrlkgIo2iavJoew
60,De5urGVv1kkiKVJ9bvlQ6w
20,EVRoFKVKbgP-rz9_6enViQ
72,yedGp-iaruaBykL7TswBtg
34,ixTr1qXUFGTzyaZUuCDDvg
318,R1kKjAO5kZO6d0gQGqrvGA
3,1LJZUxAzf6EIvphl1wnj4A
80,7p0OI2Ld46-EzJkRHGQEJQ
9,DOsibibrvkyYu-Srn0kPNg
4,W1XSrZgjyHuNYwqckvAQFg
43,3X081wewB-J5tIMO_aOPnA
3,4cZXiXms8yW4MjQ8hf4esg
8,0zj1T4Zc7l_dXZhO3U-nfw
349,OdD1GuGNQ64ssJmMJ_D9RQ
62,HtOr8cabgigirtDkN-oBcQ
35,dshbS14z45mJooTv4vYA5Q
4,r3DcOncukt-julF6u0xS1w
39,9cNDQIo6Ptp32AdK7IsJ7w
3,57gnA8qjuFDtUvKMLmtR8A
13,iXQQtpxSlzFyQoE9u3w-vw
797,AaKlegu7gmOCD4rEESF76Q
13,VE6crrvvLA4eMk5A1hulnw
58,A43gguDSjkWYyyH7210Unw
7,eOPxvbzFTBjO5LSV3uYMug
57,y8a480EiwWikqlR1inkGxg
43,wnB_JbBW8xzV3K0PWBO-DA
66,UtVMTQwKxQMJBQSlbuEqCw
12,Mx_IcFzTaPiPMm5SQY743w
33,cl5gr18l4R00NnQbVtgJ5Q
45,xymCilKjW4I64hMIt2TouA
137,tfVKzEDu8XYyP8KO1dsNvQ
26,_Z7YhbiFwGkE9JFI7s3u2Q
200,Sm-KSR7qtHmP-Z1yBPxedA
7,_A4x1TNYwm0XY1V882aUJw
6,zT6-dsC8HiDlQI6AjYuHRg
34,BblCFCBYOJxU-tbvMDXuTQ
121,2HUkoi6pLuKCkmu7v962Iw
30,5EJrFRz8Ha4D01Cf4LPO3g
39,HGSt8mHvzj041U24KuVYmg
12,Gy6hVorUNFCqNr-eYh5ZVA
12,HA7CQ3DVI59FEJMTiY2cVg
8,qVWR4NHU3NXlEIaCy67g2g
5,ZZlMGUiKZNiDyPLmra7RZQ
48,RqmE46axGgrS9lrbge0CKA
5,M42zwm3xFkG6qnZsnTtt2Q
443,XWvht_1ZLdK7EHJ3jo4q0g
151,dzSPa5kkpQIRjMOHvDUF_Q
29,A-8Q15fZHKGn3dLjazNwHw
16,UuBlHg1Mk0jonBSQPHfD0w
85,r_0k2yqAo1Z4tg_IgXr7Jg
5,AzNRSPu8LcsedsfZ694uCw
4,RpaXMSXRy299CqW4SVgV8A
47,EFJAVVBQQqftuqY5Wb3WtQ
98,adKyTJT-RtaTP0krxLyQwQ
293,89yv89wcF_-ehN7_pUnl6w
27,fdZbEDgD0_wy4mTx6pjzZg
17,X_F-3w3Z1omxWpItnWDH9g
45,KvBlmS1_tUbhA5zG1_B2ng
140,zDfs1Kyk8orFF8bRnSPx-A
253,Vn8qcaX64fkl8vByCsSvIg
69,2DOJ2GyphXQf_f3OKJEPzw
92,ruhhxpj8IrxwMh25eFaKLQ
304,2VU7F1oqCxpVPVlvpwvacw
39,YWu5xMCsAkC9saRWAZAk1Q
10,fa776KC8le1MHOOws_1PNA
17,N_xmefo_3IIGa7ovAwH78Q
7,XGl6nL5I21Lm8XmkfnNvsw
4,R9U8bZ84V-xPx3udCcU5jQ
48,kq7esIwZpYXLKPJhHMIZgg
210,IRxBQfA7FdHhzrPjtBxuuw
107,cKxXBvOithS-Ic5KnhEKrg
695,Rg2IrML03E10C2R5A9d9OQ
53,nHxi4UjqWOLRidFNnoccAw
19,KMNxlF1NV_ZvyFbl88aa8g
10,af4lHIpd7VNYpSLxDc_ugw
11,T09QUM1nYuuvogPeDFkkEA
108,puy0PzIcCgR3KWJI7llBFQ
32,Gwz2qprfIx2S9jytTk7VsQ
971,fjAQGf-iJlVjD2vizzuORQ
30,t803CrM2RLHWktYTw5y_mg
111,DjVWQ_Idtw6X5Eg0W5JFWg
61,uG5yrHPZkgP1dlSnmcM8lA
3,IDcXqa_9baqO286SdGHB7A
834,EmlgWjs1ZzZEpDjZCSPLmw
3,Ye-zElW9dP4gZwOx06gUfg
46,EqZl_lQdB3GVFHCoD7sOyg
27,KQzpjBmnAMXPqipeWTKG0w
8,fObVI_ax0-YgJfpaYyVmeA
13,x4N7KH4hLtHga269T3EOBw
8,pwsPmCKDMJQ9jTpdQFjFTA
11,O5VAXnTDezn4eghfTTEWDg
54,ubYzyCbtpuEiZxd0q7DivQ
3,MmNuDDHUHDgLj4BviOvlqg
4,Cvs4FOqtYH1R4Qhiq4PgpQ
79,YKDyaK3TKoZRCEgwnhczkA
46,iJPG0GPcIirjOMlmzZWxBQ
29,lUdEnug4CMVh0DQjpsDVSQ
257,r4AG1WXCRWkZKQctrcy9FA
12,lUoiT_fR73R8eMiiIcqMLA
88,YmDdHsgxHMRMiXp_VEjJ9g
6,bLbZRs9Kcy1aXsdRWYJIgg
270,h2qjuP65Qgyoo0t1bnp4jA
95,B-FG89Jw729_i5rfA7FT7A
98,O_X3PGhk3Y5JWVi866qlJg
38,GoWTsb8sGyJ026a3cbw03Q
63,MaWaqgB_4VgguVhZ0j7eYw
14,5kB59vuc4yufpGNNrF3Efw
24,7Jmri1RCl9Ksmpi5EoIOZQ
15,NVqLUZ7Vb9B_0RJm_BS64g
32,ImghNwml8N-ncAqhXe00hg
5,aV4g1yMKv75FZGWs4a_2Bw
37,D_VXbq6sCuqXuBbdPo9zpA
212,8rEzGHaBgQaHT1v9nb4rNg
6,pjW7mFHc2uvQ1Dgx5HFQ4Q
34,1txrkesd2yFYiwjcSFzRpA
610,TfTlOE6h9E9o34dEkw9L_w
13,PEFUYmqfqy93_xyCnSfGNg
23,lLZNqy5_W1bNexvfa_EpHA
42,N_TlJCR5AkZhmrCDqbm2tQ
3,fC1SWdpNMxYX967PfL8QlA
321,7cP7WFmWiTVh-raIL3N_Vw
6,QWrMFSrUBn7nAKnuEu-UHw
5,c9m1bRtqZCvUvasoypIs_g
3,HwXHXTA8Q7zUYkLMh5b96A
489,Bc4DoKgrKCtCuN-0O5He3A
45,vmDaQo7WMuF9BrWbP8Gz9g
4,_fTwf7Oo5DqiCpgEhDZ9VA
67,E1Pbi0RWfaeAaRXjBIX8Aw
8,W4kSZ4RosFckhpG1GEtmfA
52,iPxUYvC8tgt5rBr-IZlSeg
4,vcX9au3IW-Mwv9SNZ_0jQA
12,rzf2kjbcJ8qhFHyrm7uvpg
47,25JT5gNeZ782lP1cHTbKFg
62,laxWwc9bSsNVXR0EYW_VmA
115,Zruvunhqw7cuyuoe7g09Gw
8,v1YerIajfn5ihf9PE-xxFA
232,yyahaWDdm1Hes99IZkSJPg
332,jJlOPkv4Xl6vxNzr51fnYw
