checkin_info,business_id,type,
{"14-5":3;"13-2":1;"14-2":1;"14-3":1;"8-1":1;"13-0":2;"13-5":1;"14-1":2;"13-4":1;"12-3":1;"12-1":3;"12-0":3;"11-4":3;"11-3":1;"12-6":1;"12-5":1;"11-2":2;"11-1":4;"12-4":2;"11-0":3;"9-3":2;"9-1":3;"9-0":3;"15-5":2;"9-4":2;"20-4":2;"18-6":1;"16-2":1;"20-6":2;"20-2":3;"1-5":2;"21-1":4;"18-1":2;"18-0":1;"1-6":4;"21-3":1;"18-3":1;"21-2":3;"21-5":2;"18-5":2;"0-0":1;"21-4":2;"17-4":1;"17-3":1;"17-6":1;"17-5":1;"17-0":1;"8-5":2;"1-1":1;"17-2":1;"17-1":3;"2-6":2;"23-2":2;"23-3":1;"22-5":2;"5-0":2;"5-3":1;"10-2":2;"10-3":3;"10-1":2;"19-5":1;"19-6":1;"10-6":1;"19-0":2;"19-2":5;"19-1":2;"19-4":1;"19-3":1;"7-1":1},suivIX2e8mQKGvbMvbcm2Q,checkin,
{"13-1":1;"13-2":1;"13-0":2;"14-3":1;"14-6":5;"13-5":8;"14-1":1;"13-6":1;"12-1":1;"11-6":2;"11-5":2;"12-0":3;"11-4":2;"12-6":1;"11-2":1;"12-5":3;"11-1":1;"15-5":2;"15-6":4;"9-5":2;"9-6":1;"15-1":1;"16-0":2;"20-4":7;"18-6":3;"20-3":1;"16-1":1;"20-6":3;"16-3":1;"20-5":6;"15-0":2;"20-0":1;"16-4":1;"16-5":7;"16-6":5;"20-2":1;"20-1":2;"21-1":2;"18-1":2;"21-0":3;"18-0":1;"21-3":1;"18-3":2;"18-2":3;"18-5":9;"21-5":6;"21-4":4;"18-4":6;"17-4":5;"21-6":3;"17-3":1;"17-6":4;"17-5":3;"17-0":6;"0-5":1;"17-2":1;"17-1":1;"23-2":1;"23-3":7;"22-5":6;"22-3":3;"22-4":2;"10-5":4;"10-1":1;"19-5":7;"19-6":2;"10-6":4;"19-0":3;"19-2":1;"19-1":3;"19-4":8},4Pf9DQBcR23A6Lg2pDsrBQ,checkin,
{"23-2":3;"5-6":1;"5-0":2;"5-1":1;"15-2":1;"7-6":1;"16-1":1;"4-4":1;"16-4":1;"23-6":1;"23-4":2;"6-0":1;"0-4":1;"6-3":2;"6-6":2;"7-2":1},zV_LBn9F_3jtx0bFgoGvOA,checkin,
{"14-4":2;"13-1":6;"13-2":2;"14-5":2;"14-2":1;"13-0":3;"14-3":1;"14-6":2;"14-0":2;"13-5":1;"13-6":1;"13-3":2;"13-4":5;"12-3":3;"12-2":2;"11-6":3;"12-1":4;"11-5":1;"12-0":2;"11-4":6;"11-3":3;"12-6":2;"11-2":2;"11-1":2;"12-4":8;"11-0":3;"15-5":2;"15-6":2;"15-1":1;"15-4":1;"20-4":7;"18-6":8;"16-0":2;"20-3":2;"16-2":1;"20-6":1;"20-5":5;"20-0":4;"16-4":11;"16-5":4;"16-6":4;"20-2":2;"20-1":3;"21-1":1;"18-1":1;"18-0":6;"18-3":4;"21-2":1;"18-2":7;"21-5":3;"18-5":6;"21-4":2;"18-4":4;"17-4":1;"21-6":2;"17-3":2;"17-6":7;"17-5":4;"8-5":1;"17-0":2;"1-0":1;"17-2":2;"17-1":4;"22-5":1;"23-4":1;"10-2":2;"10-4":1;"19-5":3;"19-6":4;"19-0":3;"19-2":4;"19-1":2;"19-4":6;"19-3":3},UtUXhKh7vOVvWJF48IzJvQ,checkin,
{"15-5":2;"14-5":1;"14-2":1;"13-0":1;"15-1":1;"18-3":1;"15-3":1;"12-5":1;"11-2":2;"13-5":1},xWcTt1L4vQC_QkPfPBVlCw,checkin,
{"14-4":1;"13-1":1;"14-5":2;"13-5":1;"13-6":1;"13-4":1;"12-2":2;"12-1":3;"11-5":2;"12-0":1;"11-3":1;"11-2":3;"12-5":1;"11-1":1;"12-4":1;"11-0":3;"10-4":1;"10-5":1;"10-0":1;"15-4":1;"19-5":2;"20-3":2;"19-6":1;"20-5":1;"15-0":1;"18-1":3;"18-3":1;"19-2":1;"18-2":4;"21-5":1;"18-5":1;"18-4":1;"19-3":1;"17-4":2;"17-3":1;"17-5":3;"17-1":2},saON8-nDZi5W64u1xGtmPA,checkin,
{"3-1":1;"14-4":1;"2-3":1;"15-3":1;"5-2":1;"20-4":1;"20-3":2;"22-4":1;"1-4":1;"21-2":1;"12-1":2;"12-6":1;"11-3":1;"11-2":2;"11-0":1;"17-1":1},DwU7wQtSs3eftKs3Q-EEjw,checkin,
{"14-5":2;"13-5":1;"22-4":1;"13-6":2;"13-4":1;"11-5":2;"12-0":1;"11-4":4;"11-3":1;"11-2":1;"12-5":1;"12-4":1;"11-0":2;"15-5":1;"10-4":1;"19-5":2;"18-6":1;"20-4":1;"20-6":1;"20-0":2;"16-6":2;"20-2":2;"21-1":1;"18-3":1;"19-4":3;"18-5":1;"19-3":1;"18-4":3;"17-3":1;"17-5":3;"17-1":2},APgL23vh7f7H_wAGTl57xQ,checkin,
{"9-5":2;"14-5":1;"10-5":2;"7-6":2;"19-5":1;"10-6":1;"20-2":3;"19-2":1;"21-2":2;"18-5":1;"11-5":2;"18-4":1;"12-5":1;"7-5":2;"8-6":1;"17-2":1},89CVGx4Y6MPVJoi59XgP_A,checkin,
{"15-6":1;"20-4":1;"18-6":1;"19-5":6;"19-6":2;"20-5":1;"16-5":2;"20-1":1;"18-1":1;"18-0":1;"21-3":1;"19-2":2;"21-5":1;"18-5":1;"19-4":1;"18-4":1;"19-3":1;"17-4":1;"17-6":1;"0-5":1;"17-2":1;"17-1":1},9HwUkbKAv7dO3MGlkkJJSg,checkin,
{"18-1":1;"12-3":1;"19-1":1;"15-2":1;"12-5":2;"16-2":1;"10-6":1;"16-5":1;"13-6":1;"17-2":2;"17-1":2},LRLN1CIUprYLs6rWUC5bAg,checkin,
{"14-4":1;"13-2":1;"14-3":1;"13-0":2;"22-4":1;"14-1":1;"13-6":3;"13-4":2;"12-3":1;"11-6":3;"11-5":1;"11-4":3;"12-6":2;"12-4":2;"15-6":1;"9-6":1;"10-5":1;"10-0":1;"16-0":1;"20-4":1;"18-6":3;"19-5":1;"16-1":1;"19-6":2;"16-2":1;"20-6":1;"20-5":2;"10-6":1;"16-5":1;"16-6":1;"18-1":4;"19-0":2;"18-0":1;"21-3":1;"18-3":2;"19-2":2;"18-2":1;"21-5":1;"18-5":4;"19-4":3;"18-4":8;"19-3":2;"17-4":2;"17-6":4;"17-2":6;"17-1":2},txCJurIIrE9ZoHu3gZUvnQ,checkin,
{"13-1":2;"8-3":7;"8-2":2;"13-0":1;"8-1":4;"8-0":2;"7-6":3;"5-3":1;"13-6":6;"13-3":3;"13-4":1;"12-3":2;"12-2":1;"11-6":3;"11-5":3;"12-0":1;"11-3":2;"12-6":2;"11-2":2;"12-4":1;"11-1":2;"11-0":5;"9-2":1;"9-1":2;"9-0":4;"9-4":2;"10-2":3;"9-5":7;"10-3":4;"10-4":4;"9-6":8;"10-5":8;"10-0":4;"10-1":3;"20-5":1;"10-6":7;"6-0":1;"6-1":1;"6-4":1;"21-4":1;"7-3":2;"7-4":1;"8-5":5;"8-6":7;"0-5":1;"7-1":1},bZkRR9-BnwE-sb1ql7WPJg,checkin,
{"8-3":1;"14-3":1;"7-4":1;"14-0":1;"7-1":1},BZqn7i_Z-MJ1QrxCyjFZSw,checkin,
{"9-6":2;"10-5":1;"11-6":1;"10-6":3;"8-5":1;"22-4":1},lUsTQ3hOOcSS1mngqeFKAA,checkin,
{"8-4":3;"8-3":5;"8-1":1;"8-0":1;"21-0":1;"21-3":1;"21-5":2;"21-4":1;"21-6":1;"8-5":3;"0-6":1;"8-6":2;"10-2":8;"10-3":13;"10-4":17;"10-5":39;"10-0":9;"10-1":3;"10-6":38;"13-1":7;"14-4":8;"13-2":4;"14-5":41;"14-2":9;"14-3":7;"13-0":9;"14-6":56;"13-5":55;"14-0":19;"13-6":36;"14-1":7;"13-3":8;"13-4":17;"12-3":9;"12-2":16;"11-6":43;"12-1":6;"11-5":42;"12-0":19;"11-4":12;"11-3":10;"12-6":57;"11-2":6;"12-5":50;"11-1":8;"12-4":11;"11-0":11;"9-3":4;"9-2":4;"9-1":5;"9-0":7;"15-5":35;"9-4":9;"15-6":32;"9-5":14;"9-6":8;"15-1":6;"15-2":10;"15-3":9;"15-4":8;"18-6":5;"16-0":11;"20-4":6;"16-1":12;"20-3":5;"16-2":6;"15-0":13;"16-3":2;"20-5":4;"16-4":4;"20-0":1;"16-5":43;"16-6":29;"20-2":2;"20-1":3;"18-1":6;"18-0":15;"18-3":8;"18-2":8;"18-5":17;"18-4":12;"17-4":15;"17-3":8;"17-6":14;"17-5":27;"17-0":12;"17-2":10;"17-1":7;"22-6":1;"3-5":1;"22-3":1;"19-5":11;"19-6":2;"19-0":8;"19-2":7;"19-1":5;"6-4":1;"19-4":11;"19-3":8},WUZxVr_CaRqEQgzvyeK5tw,checkin,
{"10-2":1;"14-5":1;"12-3":1;"17-4":1;"17-5":1;"16-4":1},SF43rzRcmrHxaFNN3Pacjg,checkin,
{"15-6":1;"18-1":2;"19-0":2;"10-0":1;"11-6":1;"19-4":1;"18-4":1;"13-5":1;"16-6":1},GaNphMfP8VeEU00b2Sonng,checkin,
{"6-2":1;"23-1":2;"21-3":1;"16-4":2;"0-6":1;"0-5":1;"23-4":1;"1-2":1},cTyBfWfmgL3vgRetyfmtyA,checkin,
{"14-4":1;"13-1":1;"8-4":4;"14-5":4;"13-2":6;"8-3":3;"14-2":3;"8-2":3;"14-3":3;"13-0":3;"8-1":2;"8-0":3;"14-6":1;"14-0":1;"13-5":4;"14-1":1;"13-6":5;"13-3":3;"13-4":4;"12-3":6;"12-2":11;"12-1":12;"11-6":2;"12-0":14;"11-5":8;"11-4":8;"11-3":19;"12-6":7;"12-5":7;"11-2":17;"11-1":12;"12-4":8;"9-3":3;"11-0":13;"9-2":3;"9-1":1;"9-4":2;"15-5":2;"9-5":3;"15-6":1;"15-1":4;"15-2":2;"15-4":5;"20-4":3;"18-6":1;"20-3":3;"16-1":1;"20-5":1;"16-3":2;"15-0":3;"20-0":1;"16-4":2;"16-5":2;"20-2":1;"16-6":1;"20-1":1;"18-1":2;"18-0":4;"18-3":2;"18-2":5;"18-5":3;"18-4":1;"17-4":5;"17-3":4;"17-5":1;"8-5":5;"8-6":4;"17-2":3;"17-1":2;"7-6":1;"10-2":4;"10-3":6;"10-4":2;"10-5":1;"10-0":7;"10-1":4;"19-5":2;"10-6":3;"19-0":2;"19-2":3;"19-1":4;"6-5":2;"6-6":2;"7-3":1;"7-4":1;"7-5":3;"7-1":1},RiJ8Agrw__NG6flFL7BpbA,checkin,
{"8-3":1;"8-2":1;"14-2":1;"13-5":1;"13-6":1;"12-2":1;"11-5":2;"11-2":2;"9-2":2;"9-1":2;"10-2":1;"9-5":2;"10-5":5;"15-2":2;"15-3":1;"10-1":3;"20-4":1;"16-1":4;"16-2":13;"15-0":1;"16-3":3;"10-6":1;"19-0":1;"18-0":1;"19-4":1;"18-4":1;"17-4":1;"17-3":3;"17-0":1;"17-2":6;"17-1":1},kk85ivM6MQUtH8u642p1Ew,checkin,
