numberCheckin,BusinessID
14,6-Sfpp5zNTXpQNW-UioUKw
3,wxvOv5ERgY2SPp1OyIdLEQ
4,bcFAcjrN9zDDJYHcL1v7Rw
5,m4Gw2d0_iWE3kyDhNtD0-g
4,7XMbAOQ637yWuR_JXjBkKw
11,60gOpHLWIPKPzMGUfvM9mw
9,4_KSU-kAmt2O-dcO8DFW3A
54,yVksC8GgZnQeC_xs-uEtsQ
7,Dp1VAj7SIb82CuwVDLah0Q
20,1OO3fy6z5lxlRuHnnhPStg
12,qsDwZeOLHuiIxOoGdIGYjg
5,PobPeV78Kkuf1JuxDz0wrA
11,wU1dsWiCpxbWaJkB4KxU5Q
17,C83oJwZAO3DP2RQ2Labi_g
25,RPLVzsdj1znGdivDSWNYTg
41,Em7XOiLO6PjsRB6uH36ktA
27,lNr0Vb_7BGpV6TVmZgujOA
23,_K5cfCM7-zQZ1hXdbsc2fQ
109,IhZyrWFgE_qUEFCxuXAj8Q
24,lC-pXfTSiCGVQvaFlLn3iQ
3,i4X_iu_29PkhL2zsIRpueQ
5,oLB3BtYs8i7cYRKizCPtYg
11,rZ0Z3pgoML7bQDXBxjLThw
7,T2EpEvR7dWH4FKLUpHy8cw
17,j-bJhtWp5R7LpvANmckr8g
8,POLbHvD9CEwVjQ1LfzpnBA
8,zFy7LXep1-IP2FcljtBObw
29,wccFOUVaqeNBRaY27wOCyg
4,OTk0L8MrVPbfaySoG-XvGw
9,FosnBEgugCZfnvBwQbZPSA
9,hE5SwhlMN1_oJoNpnwrYqQ
8,XEdBJi1WZzvatmkxFEIlOw
9,ZGbmoOglp4OaQ_YWuNJZJA
7,8U0yP_1MwOM3uYS1vCD5aA
4,yYo3Y4J1Lq33Goif_Dl20Q
8,RPgsrBEcc4NWlvnaW4Hwxg
35,UeeoS5-yiL_jlsDpaNB_pQ
20,itD_VnpNJnfua6dCPp7EFA
57,9Eh58iyLI4cv6Fsnm6z5ow
5,POUFBdmzTqxZQVY4qcd0fQ
34,tl9XIP5trlkcuSfTQqe5jg
42,ApEvXLmsPMWsUVEfPkrmfg
4,_ywWoGKew1Tii7SNWvmU6Q
4,qiQoaA3IeVBMqrmj1VpmMw
4,iZeKyLePikyyzGmbfJW5_g
32,K_X9x7S4Ym_alw6-5pNh0g
13,K7B9-RFdQ2nMNws7Ph05Zg
23,C-T5_akTxG_1dR6i3xcSVw
19,aQ7lQnZZGUhh60Ex983OCg
22,AWLrBBkovnoJxhOglCygXw
17,h3suimHlSVRu9V_AJxbbGw
26,2zDDuUfMYrT-NV_Sk_qNCA
40,wf5Wc1RXkxlCfAUhwkUCow
4,cIk8OYlSsNE0w_elgUtqWw
7,cKfUjBh8mL1wWLpDYgWuXg
57,DWxZhDdqGjJbLVJBMGsWZQ
38,NbmgE6qmxGyXpZeXFXoWjQ
4,Tn_3-kg2ZHlfc6apyUFCXQ
6,1EznjRSmTFjPeY80ybyyqA
6,wj6w3nw22fHttzQG3vFVCQ
64,Tlp5G-slaW4XKRxhgjaCpA
60,YvZBcO7DyrL_0OZVQ1kZpw
8,cSA2pB43cv71ffdIvaEodA
5,_Oaj1X0vAlOu5bAX6ingzA
3,-dlVtdzpjjc4o-OJ4S6xtg
6,nutVWcp-X4_5Jk2mcuVOSw
4,ddbDLzrMZxfKLjxtKOhWTA
3,m4NzyiOp9Kqoy-5IchrLhg
5,TkblQqWa4XhAc8ljKql1-Q
4,0LLaVEXjtW0aW0FzU9uRoA
4,l-CgVr-7NrmG2QGAf3yRkA
29,jNpuJ6fUwgV23Mh_XvTaqg
5,yfjnV2wQb5oK9k0xBZZ06w
19,sLrdo14R2HdSp3PmnJ3oKA
38,fv1DOiJT_uvjIc_0LlQJDg
42,Kps_LrBPKa2NgYtoPYvvaQ
50,nZop_P6Op2B8CZhLxNU4TA
26,oW-CYIEOgy3VHbcGs4-YAQ
113,2GY8GQU8KH_TOrobCZ3xSg
68,PejTHpMkh8sJZGdGaZuPpw
48,j5X95__LDR1IgdWYvcjzAA
106,sllZXXYijYUs-n80uSa96w
69,6q1-3EtHXk2bFyANIxA11g
74,HELt9itN1_A23pKxAZ2UAQ
126,b-t3nNmRw6alKw4aSqAgPg
37,VFi-N5ySGpId7-ie85rSHQ
192,gh3n-Lf1udKJlR-gGPK93A
64,I3RnM4JmJ787ySV6rBswvw
15,Cd3uJtsQtG3vJ_WLGp7YZQ
10,Udupw_J-oQHLaLO0FXIQDg
26,UKF6P02o8lYmrLdytXTKlQ
11,vKSyuGH08YJuJYbP3o_PXw
26,qYhIIWxvLQWghKQMv6m5Dg
58,HgoYXFi_R2LbzYUDsa79Sw
95,Qd12-z8Ss4pdqQim0yetKw
47,C8nx9teRYXgnucLKMk29Kg
210,9suHzzx6upZhQ_qnhVjsgg
102,gJ0EC555EYYqFKbEUzEbog
155,AjVRPatAHLNwbnx3GWk5Gg
177,-NOet8xJLGhX-eUzSIDc2Q
13,iJDzwfZ7qwRMQq4YIm6ERQ
54,5D1DG-EUUO3pMvMOuY6U9Q
35,_HAYDjkPJVabBXyvx-u9YQ
56,-Al9ySAoa5iDhrYWddkL4g
158,KpCKaIDZ1m4bQj2ur3olfg
25,m8LIOPXPMZVCpvtK8QjPqQ
69,SRaXY_h-PnoVkNamuGzAdQ
37,2mzgdkSCNIGr0LYAr8i3Yw
303,L7xHcco1yNpWkVlsv4lODQ
69,gSo21xuAwTn4h6Ru9x7kVA
75,vO-qXdgvzoeLoSgRtOCwlA
276,PX3e3qtBx_5VC3vqq47jpQ
148,Wa9nN637fEBbcAafbn2c8A
22,lcVlSi_bCAmiSuJx61BSAQ
29,EIsnOjy7bpvnZMDaMjnr3g
109,86fq6mtHmd6VL8GROG4vSQ
132,De7XFhoUwOuAsc0lxN0VyA
3,6q5NoEodl-hELFLMW7oc-g
5,Xl-iiIZM0RVtwARlAL7cPQ
7,oUrlWqz2tkyNRcggKZWfAw
13,ydGYlkBoUETFpqFAvI_i0w
5,SyuPSTbf2mtUcT68DHoETw
5,AV5UNITA65DSNqYr_mhtbw
5,FMrpyKPa4ffQmo015b3Bmg
3,GpyD4xNC_brDF4lcphgozg
4,TbVPye1S8UZzLPy0E2qN_g
5,QsCCPWxWqMe-0jSfryhkXg
19,1TZ3B22tC1oPEVztCYZhCQ
4,MvQWtqT6jXjaSW9qgDQBqQ
3,mFCBZ5Uz1PCe6rIKggGQjw
4,AszeepGtpAo46vbL5ixEfA
3,egrJySThsPAhJUcxQ4MZoQ
4,WSAPYcZxXRcEyG-OaWAs5g
4,XYhjyY2mFI1Sn8NHZMfWfQ
5,eyXh7zyeeP2J4jsBAIsP0g
4,7YGV3PkjYJdFHn21-CX5Tw
4,OMMzVZbM1l-sXo-LJti0eA
3,tU8wF7wVPct7i_tM31dGgw
28,Iq3IjfThMZGfXxj-YbCVPA
48,D0g9DqQ0y_oa2qHbqRAD0Q
27,PsO7ilfx0aA9SgcAqA4New
38,PJ5p1Fs_cOORU0xO5kZI5w
11,ZOzY--xBNSs-QSukzLn5kA
42,Ncb_n30Bn-gfl7WeYPXq2w
10,2K658suRNthBm-IP8SjMuQ
95,HrSowDDXw71VD_d-4g7I5g
47,GBN0-wo_cHLnC_pwoOTIFQ
23,QPiK5rGTeNti8WoBJiIlYQ
8,KdzEtD--s9fy3MZNOWEF1Q
14,VWcaFOSFcDwmFquycBzFyQ
7,CUnBNwqtkEHbmJwl0oaKqg
3,h-WHXV5IAHW8gjrijcy6ZA
13,2LdgdJawc1aXj-eQ_BZZ6g
4,Y61SoG7nL30KW6teZX9d-w
31,YMlceIJ4lCEchaiWFZcqdw
39,Qj1KE6kxM660GjtP8jQpyg
40,qpsej-hIcCcRR8nLbBDI4g
47,jli7Qqj43zUnmt622tMHYg
22,EQZD0I7OjbHtO7UxjaUOjQ
8,bqTyEM4IdEfXx4Q_xXIejA
6,H4x9KzX43ACuPetGfl0F5A
36,JTuTbztTMwJ4rpbO9Q-hCQ
11,zJ9pWVWSSOZRaCvf0R-kkQ
30,MrpFw4ymdQvhTGt1eUJbIQ
48,fmpEjlZhFlMHaGmsKJlUTg
24,8jTAfGcJMLs9VNcG4dndNQ
10,6L90QJuEsne3gSEJj1I6Jw
61,wtGArpfNEvvYDSn6UVKibQ
6,e6-EY1yKzgnwYmRtvS69Fw
27,cqSToj5ZoNO0A5FH2Ajygg
7,m4Z2t4MmqIZzcKp1UBAf4Q
12,rtnsUaubKydS5GI1TohhuA
18,3VKJ7cWSH38QKgCrYlG3Mg
5,dUTQIs1SMymII0-frGSZdw
21,CLHfRm6biuH-l6r86qMLJw
33,8rLDOix4gg-zABMHZsYsKA
33,exODno12y5GRj0DRzob2Eg
41,m58lhWlKFYYITEB8rMJ_sA
31,apGVTRZRCQ9-89hu2qW-vw
37,HD7nJspSF6GKr3r9g-9QZA
44,yn0xOJzErpI0LGkfKxiNfg
3,mBxoo7EVMEMbn7tEpm7Qqg
26,F5vKD7ajS69CwuFyBVxA_g
9,MhvT7kwSYnleQwRYJP2syQ
3,t_0Wt4LcpLrPhaEoUy2jYg
14,cSyE87g6Q0HUDUOGRAmSeQ
7,RQoNtBrqETFLK9L2ANxUvg
26,eYjP4j-hfjhKlBcmsycGtw
12,ta5o3_sT1o2AcP0imkjYjA
12,0MQ3inDAuiq43TN9hw_Rbw
38,d06ZIF5TeK5j_Pii7_LmXA
29,8TvqDIdrFy8gojAa2e5tpA
8,diuqytl33lepoXpJz0pzQw
9,cdzLytFSVHihM_Xt9yXmow
6,JIDt48_tPee4BYoMc-zucA
14,lmIXtLgu1tIoFAsqXnTpmA
24,Yy3FukzeyEjp5Aem6GhvsA
57,v9_MNjWori0tLWErWP7y2g
33,n8xZIU1PZz3Um0QhJnCfcw
4,IfXTt1wVYHQhzYe-6n5xbA
50,cjMwkkdthmSRP4tN5VNB1Q
7,ItbsW1AD8bRMRFr4eOIHvw
41,4M1fVHmnSyNg-fNW247-QA
30,HB_GJUe69IvS_0c-ld7DxA
40,i34vkqUPB6dJHj4tEvXTmQ
5,7Z248o7IKlgZoQptLux_ag
9,VbzywKVY96Ho_hwGtnlXVQ
34,CBfJ1gqtbDiO8n3CmO5moA
6,VDMLwxsKoS_5JpsJIrMYvw
29,j_Id-xnaHfyJRV5FlciYhA
6,Fau7RSuoSDerpSS-7dWn3g
8,mcAdK_9OmUShZ3xKT-yXng
15,hKtz953v5UyXViPZOneptw
27,aS2aNPE861FI4dRrz1Z7Ow
31,4hlwqOX5K83-d8K3_IYzrQ
30,O6qz8lLgqsD8sKTatGDxpg
37,-2gyHPSL8pJjkSe5Ozzw6Q
6,JZcTWcAZLZSJ-QMwAJM_Hw
42,OfoG4gnacvSo2vG9285njQ
56,_tYT5_N3zCwrpkdfVhqrnw
30,GVUtuBmDdvXxXtjrvHHJnQ
9,cMhZBZ2pnnsOtgXlzXpDLQ
139,sVuRBLX9nFG4UOhpeYTSiw
7,4_czyqhmKzymIHlKxcFJ3g
6,dPcHjcihgttBkBurohn60g
28,Ei1iQVVjhS3REUbmjUg5Fg
28,kc2BVXCX6GA3DVrMKERbGw
35,lTOjdsZobo4Cbo3vagpEcQ
46,qfhpfE6wTj_SHlgreP6zrw
35,5fRoYdCOYdPMIUyJXNYd8A
63,k-I2IJrEFAikJMqfzXUl8g
113,JBNLnJyrJkhWfFNb3bNr0A
24,IURIbkgQgHXAgwX6hAgiNQ
134,FX7YsjrfxXkat82yoj9Aeg
125,VRIlEWs6ktrdvjrvXKuwKA
88,mlec25bZnG3yHj50BZfjSg
13,OEPjt9cO1xYl7tYCkl6A5g
15,GPmV6e8A1gpfrCCrbe3Pkg
9,eED0rOLOWzq-kI8Rco87Xg
48,Yj5CBsJCkUGkLtYRbtfKLg
75,iPWboYOoWBkvv3JY6frHaA
55,cdIA7bbdzp5lifn_vXi5kA
55,eiiu_OFYH2st6_y50sJ6kA
7,zpTGqHPUaRn36CPvOfOzzQ
15,FIG82KLyiGkVmzHSoxeS2Q
5,Mm9iEj7471cR8FDpfXIwiw
4,8gwpcfNmyWauK4rU8YG7rg
3,CxvpOBZECd6nfaRUvKkEEw
3,A5we80yH1jA1jD1EvUt3pA
4,KtqqxQ1gFelzgWm1mVtvEw
16,p--SeMxrQiUaCyNX44W6yw
30,VtpnMevn_oAxXGaM9JDrSQ
15,uJPzhPtVl-68Jdcp5EIbRw
15,ELs6WFzaQVeTWhltdUFb7w
5,c3BCBElZ1C1gIJFQg6Hu1w
7,dUwx303wshhFdVkc0SQgfg
28,dUbYfSq6InzzAEjvlu9p6A
18,6LkWmZxRzt92OqhLf-XzLQ
3,ouBlOm6OSfVKWatic4c2lg
5,B8-4H_dkfqA1HWWfkW7hfA
31,XYGOb3f0Tb2KjdVP3km9vQ
11,2gyYreqtf7_1cq7xzZsBHg
16,aZFihxH7QGWeIXw8uw_xDg
14,hYooRvt98mjOun91EyKPNg
21,zkX2vj-8wyvcj2GGosrs_A
12,b5QNpgeJNmbgFI-ztsrs3Q
8,AYAb0qJX5wuT2sRtz4CjpA
25,Ji5lMcNXaqPZgx_7swG9pg
18,H5tAXc4Zk9CRfwgRXCIukQ
23,nb7OvZFB1CoZCj-Yruuk-Q
11,IGOhT0MTOaoD1L9F2N_l8Q
51,D1U7G52PXUYfyrER01b_Vw
9,1zIOF6DwEqZx-tBI35UXDw
197,-uGyt_hSdjy4obBZRhOmRQ
74,ubfD6-I73lP00v0fkx-keQ
163,BpWeAIGCrl5jxt-sMJgDsg
73,-_LReJW6VV2RBIPS_TaZWQ
75,miUjtW5ZOc4WN0pB53VokA
93,rRe-c9IX_o3OUuqkC_exDQ
100,RIP8nL2Gbiu0zb-nCgZnpw
96,oGLGmDK56HDJJ3-yvTruEA
172,fWnGkLnZzv2yl3fB7xF40g
188,SeYuAfoS8yH5diYmhSJoiA
222,paF7fjuCWbqg7pjwSWnMkA
19,WupCl5odiu_3F2lBrzDpsg
16,kXlQIQMZSKBXEzxby2jDDA
6,Rny7GQ3cnkjZYb78n3EEiA
19,2LZdhuiDH4RkDHQnHAOcnw
22,QALbv4Qju9yirW3bU4QtLw
15,CvufqyRBbS2Ed2wQlAXCMw
13,lgzRgoNvdz-sNHRz29LWGA
24,LqfCXOcyNPzDtBgy5M9VFA
22,V8baCmVNm87Xj0EKveKyAw
3,OKqaTW_f3xBjCyOPfbzI9g
31,A7Ql7MGd3PeUvQx-knr9HQ
22,XbIzDzo_UcOkuDMU0H2QjQ
4,69il2O11WbxwzIpCmeAQAg
10,TAXqmwKegmqY1Jru4n5n9Q
7,OswHQvQBpL6hHrSoqruEEQ
28,MlLFIBq_ZlagZ26f4Jwunw
59,cR3iHjc05AHfiTxgFfepKQ
4,wxASKUPgbPsNLA9ZQFAn3A
3,Hy_RFiJo5rSBfFq78BvY_Q
3,WJC8HctIbxatLbcuez1UOQ
33,jmdipeXp57xW6MrQ_ZAQFw
36,ZVzfwkgKOVCDXuqiuFLAcw
71,DF-7XU1Wncxx3XqZoiIIGg
38,-dunP-FvJHpQmx5qt5Qoqg
6,aXvxxzGCXorHp0pAny-XYw
49,dGjOCZsRnjdTlcIBDmAJjA
34,RuaId_J-IffTGT57y5M3mQ
13,xhMJ6Qgs5OVBpSKy5QhTng
12,oEOPHxpg5qcvkOyHVxXOgQ
62,wFwlPrQhXadRIHwxIl5VFQ
33,g2PqgHDyjj8X8v-gZA7Yhg
7,NHVfmBrpj5FuzSzJrCtm7g
10,aDJdR2lvWH1RLBIKQ_bFOA
4,Uo5CqWuJwPNfQPO9QvECgA
4,8GdqVk-R-D9hpq7AO7cvdQ
17,QMvT_O0Y8U_ULBZmenh_EA
17,Gly54cM3avJg9n2F0l8V-g
19,xJoquhJYPujB3S6hDa3jqQ
6,cKiTluWCfMQTdmFZIugoiQ
4,N0uaRov08pkBwLh_wzXIRQ
8,WsZK1lNa6RNwcDUXiiu1sA
26,ZOROJ4IV6V2sEAmh0v-w2A
29,782gZiEOJdexc2NEba7KtA
25,dVBQHpOvBlgpbb2HkFSEFg
3,nUwNTOosEuWUpClMcPJDEg
22,R2HLYDDjLfBDdkyKVtofBQ
15,rtzWtF_2D73oHP1WoqGaAg
6,Lbhy8kkystMdiQPNMSwcLA
5,Mfa0aFvpjQ5llU3dq71i6Q
42,Z_AF7hMunongLQ0XZPNaRg
12,tJB-8htFreI7an-_JAycsg
16,fWQqaAaOon3XkFqPFYgo6Q
28,Le8tQrEaHodCXUGJld-rSQ
7,AFcuYBQaZh8GpRjx_ynmnw
6,zOayTVSvtaWDt8pWH1N6OQ
38,DfLML2IlhUqztTBURxOAxg
24,V8kqWlhtJg3Uhio-KSeq0A
44,XwGhWd29eEkfrGcb8GYKBQ
3,U-KWQ98Y8Y2_QLoTCzHUrg
7,ZGAovdjHkEFvqF2LNzbtvQ
4,LEHLUGVprLltl9lhQpxczQ
47,1WZ-rmm7WFajdd4wm_bZvQ
12,VniR7lMqEAFj7_4LLKs-7A
11,u86-QTjdgN5bi71J0v10Og
17,EzISXh3nXkWnlnQPmb023Q
5,irSdqGLFilBT3IoToz_NVQ
8,-Lsdg-qZl_Lj3dj6VQI_Dg
7,c6TDEKlOKyi9a80l895bVg
31,ZYNbmD_F9XNLlBMOBEawlw
32,7Jut4P7kkrxDHDHC2hS4Ng
74,59VVVF8Y9UD1tEpXD5PghQ
25,s2lCXuJ3fUWf5Itf9QnrMQ
182,Q2u3sUNNDHfPSgoj_V4uIw
21,UtbvcvXWLCZX75g_KtMW2A
35,Rp-pHBLMp3wXrWTJe687hw
21,nCa9q1zGE8y-lNPHfMZTNw
4,Pznoxvf9tre8s8kHJcdveQ
117,6rhvC0ADvJLFdF0azF0oWw
43,83RLRT-MsvXQJrmIanqVYA
250,w4O2f6LEXwWJWn4thL-87Q
141,auorqdHiATGZHVd-sd79ZQ
12,jgHNa2VHgeCANh8bgFDjjQ
9,eNEVVQIrSXzZDOXlttflzA
11,BCzitE7ShK0qjGbbisjKSA
44,4zitC1IPRLvHfQVinRSKew
9,Xim18B8YrruZ56GQGY-3eA
8,xYjlf3pudcIn7gX9p6idVg
7,kBKMhXYHmxlCQubUdxShBQ
11,1lS4-F785wYGn6u2dzUgow
4,A1HFHiRzhuItPEaKZqPpbQ
8,XJggsZ3qvfmnG9GPh9kezQ
6,0NK4kC0drp660PZgtfFBYg
7,_CVcmMqTUequ2u6fbJ48vQ
3,8yPb3f8MI5GvKs8gd793PA
7,MKiOSSn8lONiMgZednCfXw
8,mVw-xowBq-SVmYdz4_PGuA
7,tONuJUMGL394lS3MM0UmzQ
9,cjS2Ug0F7aXvcS0zEFlkBQ
8,eyHjc5AhDp5mZWGA0QKgAg
9,e6Mpww7fKEmnfB4AaCAAyg
16,yv8qiwqR4Y0a8qiHeGOefA
9,qZCtzJCdt29_DdYD8US9FQ
24,3rTS_sopbW1pgj2DRav1ww
6,Ju4wOAi0qJtMm9U32uBGwA
12,Ehc4Ze59gyFjUBKARCmhcg
14,-Rb9vXZjET2PfWMjLzZgvg
15,fKbrvaKXlTKf8mWinKj_TQ
8,Je0PhDi5yk4aG6jNaG7nDg
5,i5ET3ed5pHF5XM9xpEvkhg
7,HV-0vQADkXSKqFCz9HH7vQ
5,ONpk2xjLHnIVJksYzOEReQ
21,hxcq2gG7nfZTkwS6XqU97g
17,6w_k3NCXF_p8UTWDxpOF5w
16,QMTaC3-LNXgLHjCK01Zw5w
10,MnDgPRcPvIGissn3pKOa_Q
8,ThceQHR0yiCx5J1hbphF9g
10,LZUNpdZUkkYwZ4OVQeog6g
17,gYIOMFDd432rI9p4qQt-UA
8,thwsEaIxShTU7Uv2PNCmVg
192,DAIBZ-I6i5wEUsxEolzXBA
12,Fa-zUFfIMIke1QLeeWT_6g
4,JM6LomVcFiSt_agY4dVGZA
83,z3cvGSfHereAsnSrHctzTg
17,yYI_34sfBfHD3RbGrnucig
149,hTO9jfSkgXTcVmstUc8tMw
36,TGn8jvxlTAlz1JsgVPBjig
172,xAWJunZXC52816iWyDLbNw
53,mMTlibtg6lZ0FomMqiNcWA
119,MBEopVoQnXzWoRcDskHfYw
21,TW7MgAF85QkBGjmMIfvcvA
10,wA8nbauGH7NdfiSCUgz9MA
192,7H0nbExftMZlpZDXm0QrBw
275,i52eORoeWujZ9y_w3Dos5Q
196,7srDFwPPnzBaQoPW55Dc8Q
3,oeGNIi1XEjpEXb8D5HdEFA
7,VrloBN-l9VOqdUagy0MIEQ
6,CrwzX70X2XV1hlGhk30nYQ
64,e6i8v7VkD8yJk02PH4d9VA
10,fyTVrU5R4cis-MAbkj-V1Q
68,Kx6vAKUcy3wPhw3K0W9LKQ
6,ok0Vdd2d-VurGc5fde7qQA
22,1D9wTe9u0anBT6vrNL7HnQ
8,N0_UiTesa8O4WQSvIMARGw
25,kRKHltoiXYuNJIdOcnc_Qg
42,WTXcqahrnnII_j23tJJ3TQ
17,ARsdp6eSkfPnKlPaHcv-Lg
210,GU3GGuECUTbHG8NPHXG9mQ
24,bewtZL-VV1oeGUdAhHVz6Q
4,4pBklPWQZSeuj5xynAEOYg
82,qy7NtAyd7SXXPM0H44XVAg
35,uWG5aqClFp-240jCBZQHZQ
48,SRB9h78-1Hgikr1p2XoTeQ
4,FUE9XeUVX9BD5ruo2EOPLw
124,U97cOaXPSOGmVhKEomPjlg
4,8IATTxhp1X_PzVT10RDl6Q
273,IckHBll6Dfe_podsCnr0tQ
50,fEKZ_IjfwtIuKIcuZzUJJA
13,4aByVufbbuolH5QdidimSQ
179,xu4zDdi46zaJ_pvDtruiaw
25,FBNxmgHqP9ksk-56XLJ1eg
3,t0kdEzNPPrrXroMTiakszA
204,NHy-HT-FI305jqgyeIWPCQ
229,HRwqeCdIH5joMnirnqrV3A
456,LErnyw7uzbwxyfF6It4chw
179,3o5HRJ62sx2D2CmTSjVELw
155,KqHEp8K8jIKapJIQNA7QTg
317,HPQ9AnscJUPT_wvHOc5Itw
491,lHr-aMBHh29zLpuB2ShAMQ
73,UOLoBdnMv0Nsxdxe8xKbYQ
61,zENkQ3CGMkANafH0jwIn_A
5,J2ETnCWtFqlOoyQUWGQp7Q
117,emKCDGxYpL-hsLDQiULBdQ
186,j0yrLV3oSceCd9FYqB9Q0Q
684,v7OwbHgNgy_VQ9eP5FjvUA
184,h_WtRK_umSU8LCCmAeqbFA
515,PiA6iGArMkzNGxpqu48NTQ
252,OWD_NJEh90_ELp2nsOmxpw
156,Zv5doxmclMPbvw2XKF6OOg
42,azpyEjBfx32kl4MMuxrmpw
16,WAOvwd8zPeS_PG0oi2IzAQ
13,i9BG3-NXHHfoRaSM-sG3uw
19,2li2XlPfSi5zgfCE77uNeg
48,OUY_d0snAofztUIwz9VUJw
17,w40XDJySDLTaY6DI54FS-Q
17,tWUgitDQdBnnT4u_oO05Pg
25,54oiNJxNvaRtP8WeDJwP8A
21,lOe96udVTehPZsJW6ZeR-Q
26,IGIF36xP-7Tis2staMvZhQ
